xMean,yMean,zMean,xVar,yVar,zVar,s2Mean,s2Var,tilt,energy,kurtosis,tag
7.906712,-2.499031,0.585172,217.310135,109.163467,117.747063,511.540314,525291.625000,0.218111,127373.492188,2.676282,running
7.396519,-2.466796,0.613034,208.563080,99.625343,114.428909,482.089478,480439.187500,0.229529,120040.218750,2.417545,running
7.958726,-2.643923,0.536685,217.383835,102.705544,111.829834,500.804291,499864.593750,0.228679,124700.218750,2.058407,running
7.871346,-2.652078,0.616719,219.846619,103.107712,112.247070,502.825531,498195.875000,0.231758,125203.523438,2.070427,running
7.688478,-2.469549,0.488098,216.355408,98.902451,112.395096,491.385071,474526.187500,0.221483,122354.859375,2.046885,running
8.004924,-2.432892,0.845474,216.753952,102.613251,109.958252,498.313843,472805.750000,0.210110,124080.140625,1.973100,running
8.293924,-2.379975,0.588456,218.134399,109.748451,113.348427,514.258972,492871.031250,0.198855,128050.484375,1.849090,running
8.138421,-2.322960,0.628492,220.745743,107.946243,111.439453,510.388885,494856.031250,0.197841,127086.828125,1.848543,running
7.820450,-2.606492,0.804811,213.469727,105.000092,110.720909,496.068024,500914.593750,0.229389,123520.921875,2.319923,running
7.885222,-2.720248,0.501285,219.668060,107.243546,115.332855,510.296143,518679.406250,0.236989,127063.710938,2.169775,running
7.944439,-2.651308,0.582208,218.534607,107.700569,116.290932,511.231415,517971.343750,0.229675,127296.585938,2.174061,running
7.611651,-2.709479,0.575799,209.611557,109.315002,115.814980,498.605621,505016.937500,0.244092,124152.781250,2.492407,running
8.257817,-2.375888,0.603120,215.577316,117.451447,115.966293,521.391968,530595.937500,0.199360,129826.585938,2.206811,running
8.239658,-2.545583,0.444654,216.051193,117.109810,116.407631,522.332825,529549.875000,0.213422,130060.851563,2.217154,running
7.755391,-2.465544,0.484393,211.353973,114.911522,115.645447,506.595825,521483.812500,0.219325,126142.343750,2.496977,running
7.855606,-2.828077,0.588504,215.872360,110.126350,117.173485,511.447266,531162.187500,0.246696,127350.351563,2.406823,running
7.840043,-2.889384,0.378247,219.405609,110.503143,122.213303,520.264160,528661.562500,0.252176,129545.765625,2.368330,running
7.856700,-2.835553,0.366627,219.028580,110.855225,122.131165,520.102173,528817.375000,0.247276,129505.421875,2.367010,running
7.813572,-2.771001,0.404288,214.104904,109.713989,122.095673,513.017517,512271.875000,0.243237,127741.351563,2.631995,running
8.276975,-2.518404,0.270676,220.177872,120.091843,126.871254,540.188843,550376.875000,0.210336,134507.000000,2.216046,running
8.172535,-2.677258,0.369151,222.119659,119.706955,124.952103,538.998413,550839.250000,0.225667,134210.593750,2.218473,running
8.231838,-2.790785,0.448645,226.016800,121.206009,126.524284,547.597412,564428.312500,0.233121,136351.750000,2.041962,running
7.920640,-2.967458,0.558075,225.515137,111.913124,121.925140,529.362427,536946.687500,0.256083,131811.218750,2.272146,running
7.974137,-2.891018,0.622249,224.408798,112.429466,122.777618,530.102051,536342.625000,0.248331,131995.390625,2.276146,running
8.233215,-3.066793,0.487830,226.394119,114.346359,125.909317,542.204712,538917.375000,0.254704,135008.953125,2.142128,running
8.233330,-2.562188,0.524516,225.051376,117.947868,127.174561,542.913208,545856.437500,0.214908,135185.390625,2.172264,running
8.291611,-2.679758,0.469800,224.806900,118.584373,128.331146,545.980591,544717.875000,0.222786,135949.156250,2.163750,running
8.213943,-2.755131,0.553070,226.599075,118.243805,127.602821,545.913818,544736.750000,0.230776,135932.531250,2.163926,running
8.211208,-2.862731,0.442388,227.447052,118.549370,130.748581,550.645264,553135.062500,0.239358,137110.656250,2.015382,running
7.655765,-2.958013,0.604344,224.652191,110.101593,125.054527,525.687500,522583.343750,0.263551,130896.195313,2.522326,running
7.735168,-2.860011,0.516939,223.034546,111.116470,124.697906,525.285828,522960.781250,0.252945,130796.179688,2.518990,running
7.882431,-2.959055,0.505879,221.241272,112.776024,124.967171,528.285767,514246.312500,0.256562,131543.187500,2.598316,running
7.980585,-2.583668,0.530189,224.681931,119.278572,125.488075,538.209412,533521.125000,0.223149,134014.156250,2.295190,running
7.859320,-2.590876,0.456235,227.111191,119.117271,123.406105,536.438171,534379.375000,0.227016,133573.140625,2.295852,running
7.897329,-2.629574,0.709085,227.897446,118.693459,124.285965,538.771057,534673.437500,0.229179,134154.015625,2.267377,running
7.651181,-3.074594,0.279653,228.254822,118.301018,129.240463,541.957397,550073.437500,0.273328,134947.437500,2.341790,running
7.416733,-3.002078,0.570722,227.020813,114.227592,124.394569,528.119019,538332.562500,0.275167,131501.703125,2.626166,running
7.528797,-2.970804,0.436456,225.571213,114.843521,125.111282,529.355408,537586.687500,0.268753,131809.562500,2.628896,running
7.958645,-2.707424,0.597461,234.536240,120.822083,127.264076,551.711304,565411.875000,0.233877,137376.156250,2.554860,running
7.768536,-2.474353,0.738945,230.913040,119.429512,131.751251,547.176270,571120.062500,0.219717,136246.937500,2.559349,running
7.744928,-2.500575,0.674488,231.299423,119.107918,131.291595,546.456116,571845.875000,0.222574,136067.625000,2.553333,running
8.110463,-2.666288,0.606581,238.379028,121.453377,128.930527,560.056641,589494.312500,0.226422,139454.171875,2.225956,running
7.441441,-2.800215,0.657319,227.825867,118.033478,137.101898,544.669922,579476.562500,0.257137,135622.859375,2.529127,running
7.429209,-2.598873,0.683317,227.423660,117.820168,135.555740,541.282837,581538.562500,0.240122,134779.453125,2.524802,running
7.540527,-2.721242,0.639705,227.358353,118.454369,135.994095,544.545776,579535.062500,0.247259,135591.937500,2.529100,running
7.907338,-2.376294,0.630413,236.353912,126.070984,143.408127,572.371765,612402.562500,0.207857,142520.609375,2.018882,running
7.743093,-2.222822,0.919834,232.293198,124.277824,141.692459,562.004944,607171.375000,0.198933,139939.250000,2.167751,running
7.759497,-2.268805,0.867408,231.572540,123.955765,141.513153,561.154968,608035.250000,0.202469,139727.593750,2.161980,running
8.019503,-2.201705,0.931530,239.354370,123.123154,143.435349,573.908752,621735.062500,0.190574,142903.296875,1.884545,running
7.339371,-2.575265,0.947662,233.326828,114.712578,144.922760,552.378845,589529.750000,0.240811,137542.343750,2.029554,running
7.390865,-2.396752,0.935708,232.107681,114.387024,143.034668,548.808228,592285.312500,0.223504,136653.265625,2.018038,running
7.690681,-2.478669,0.933337,234.723648,114.896919,143.939301,557.739197,593108.312500,0.222200,138877.093750,1.932387,running
7.716574,-2.018555,0.879416,234.521454,121.793900,147.516861,566.202209,606276.750000,0.181885,140984.375000,2.046880,running
7.767590,-2.005042,0.981743,232.499069,121.271400,147.165436,564.243530,607928.750000,0.179558,140496.656250,2.038522,running
7.695476,-2.137550,1.011732,234.008667,120.620827,146.947403,564.375610,607806.375000,0.192729,140529.515625,2.039244,running
7.801842,-2.241607,0.769555,238.489136,123.293785,151.580429,577.787415,646324.937500,0.199097,143869.015625,1.842948,running
7.318221,-2.488750,0.888225,233.923965,114.824539,149.177505,556.465454,623882.312500,0.233805,138559.890625,2.141588,running
7.390898,-2.374439,0.865310,232.457230,115.254143,149.382599,556.109680,624260.500000,0.221525,138471.328125,2.139098,running
7.663212,-2.433260,0.825570,239.739105,117.722389,151.205887,571.951660,635247.875000,0.219070,142415.984375,1.880960,running
7.587709,-2.027369,1.009299,233.352203,120.001297,153.233871,567.255127,626781.250000,0.185648,141246.484375,1.890723,running
7.569818,-2.096959,0.939513,233.153351,119.828255,152.391800,565.925842,627846.562500,0.192227,140915.500000,1.886466,running
7.714610,-2.101404,1.075715,237.590805,118.775948,152.825897,572.235962,632287.625000,0.189134,142486.718750,1.786570,running
7.414076,-2.442247,0.679287,237.309631,112.490944,159.803055,568.951538,621408.750000,0.226853,141668.875000,1.747245,running
7.360570,-2.410231,1.017147,236.030228,111.606102,158.087997,564.715088,621888.500000,0.225575,140614.015625,1.776590,running
7.639614,-2.340737,0.987550,236.766739,111.637337,160.014145,571.194397,624107.500000,0.211741,142227.359375,1.695530,running
7.633008,-1.852488,0.877776,234.488770,118.242477,161.548645,574.679504,637802.312500,0.169138,143095.203125,1.748727,running
7.705164,-1.929912,0.920670,230.264175,119.016800,160.754883,571.929260,642239.187500,0.174395,142410.390625,1.711050,running
7.626818,-2.019009,0.894654,231.804642,118.901871,160.659088,572.357056,641773.375000,0.183993,142516.906250,1.713687,running
7.834154,-2.198488,0.846071,239.065674,123.515228,160.336884,587.740845,668313.500000,0.194639,146347.468750,1.434286,running
7.402944,-2.511473,0.868828,233.009109,113.467812,159.292770,565.604431,632465.625000,0.233270,140835.468750,1.738954,running
7.459245,-2.377513,0.908381,231.807266,113.611603,159.760559,565.268677,632908.437500,0.219864,140751.875000,1.735908,running
7.334687,-2.428930,0.729347,230.378677,113.758743,157.998428,560.348511,627125.937500,0.227996,139526.765625,1.765423,running
7.766452,-2.057908,0.921712,235.974304,121.210457,158.690125,579.205383,650535.875000,0.184160,144222.109375,1.451399,running
7.837548,-2.184416,0.698416,235.001511,121.427185,163.733047,584.759338,654285.375000,0.193360,145605.046875,1.367416,running
7.540718,-2.092762,0.835120,233.629532,119.166054,161.115219,573.786438,651986.187500,0.192569,142872.828125,1.466539,running
7.677962,-2.473363,0.776634,238.400436,114.822464,160.443436,577.275208,650235.000000,0.222097,143741.562500,1.284054,running
7.451751,-2.473712,0.750880,236.760315,113.932701,159.470703,570.326538,641731.750000,0.228523,142011.312500,1.392663,running
7.557223,-2.378689,0.864000,234.614670,114.323334,161.601288,572.005188,640607.875000,0.217251,142429.328125,1.394117,running
7.584244,-2.337376,0.705524,238.163895,114.066872,161.226212,574.876770,647829.437500,0.212925,143144.296875,1.312699,running
8.095679,-1.981353,0.718994,241.310379,120.983009,165.480240,595.636780,674799.750000,0.170524,148313.531250,1.015215,running
8.096105,-2.156353,0.786246,241.497528,120.402161,166.160019,596.753906,673679.437500,0.185080,148591.703125,1.019315,running
7.755669,-2.037187,0.796614,241.033722,117.866661,165.065308,586.796509,674488.312500,0.182613,146112.312500,1.083116,running
7.756825,-2.454798,0.865396,240.429520,113.918457,162.897598,582.111572,667298.750000,0.218377,144945.765625,1.185954,running
7.759607,-2.457423,0.749853,240.184891,113.761978,165.958008,584.629578,665483.125000,0.218524,145572.734375,1.188730,running
7.786379,-2.390151,0.766343,239.555847,114.157837,168.234940,586.780273,664267.562500,0.212118,146108.250000,1.187105,running
7.717449,-2.190721,0.991508,233.262268,109.216461,162.168716,567.962097,631372.937500,0.196798,141422.546875,1.355323,running
8.227412,-1.984938,0.675201,239.123474,117.260338,168.829636,595.190308,662541.375000,0.168166,148202.359375,0.990434,running
8.169394,-2.105759,0.857089,240.001266,117.092888,168.922699,595.812134,661697.750000,0.179311,148357.218750,0.994816,running
7.858904,-2.098001,0.792699,237.437057,115.206528,169.574783,586.913452,668821.437500,0.185492,146141.437500,1.011626,running
7.970829,-2.513596,0.658137,241.369095,111.666611,165.034195,586.274719,648738.437500,0.217640,145982.390625,0.827283,running
8.020167,-2.478076,0.714663,240.284683,111.874146,166.267990,587.319458,647817.437500,0.213447,146242.546875,0.829768,running
7.805905,-2.348021,0.489771,236.856339,110.330132,165.972580,577.783386,639635.375000,0.208044,143868.078125,0.941622,running
8.080064,-2.326756,0.925015,239.651062,111.304558,158.334137,578.801270,634968.562500,0.199526,144121.515625,0.944846,running
8.513554,-2.275898,0.601232,243.884445,118.191803,161.843674,599.837646,651676.937500,0.185739,149359.578125,0.702431,running
8.389311,-2.207947,0.721761,244.402039,117.201843,161.762558,597.041077,653521.812500,0.182959,148663.218750,0.702430,running
7.709605,-2.412287,0.736254,232.376892,108.464027,154.115707,558.768066,617774.375000,0.216025,139133.234375,1.126425,running
7.975289,-2.595073,0.460614,240.033798,113.622047,157.501221,579.656006,647264.375000,0.224226,144334.312500,0.970119,running
8.009670,-2.611611,0.599779,239.441559,113.774246,159.201920,581.694885,645215.375000,0.224663,144842.015625,0.977898,running
7.648308,-2.481145,0.372315,231.685501,113.517502,158.152893,566.125671,633349.875000,0.223582,140965.250000,1.194633,running
8.026482,-2.503104,0.525653,230.941360,117.294411,155.827881,573.005554,648590.312500,0.215342,142678.312500,1.085487,running
8.471229,-2.254193,0.303906,238.330124,126.297501,158.487518,597.949707,673522.875000,0.184916,148889.406250,0.947511,running
8.372840,-2.313406,0.381344,239.184525,126.240402,158.908905,597.829773,673659.187500,0.191747,148859.578125,0.946736,running
7.609467,-2.671890,0.333708,227.936554,116.852318,156.021042,563.952942,641381.625000,0.240968,140424.265625,1.148450,running
8.133990,-2.776856,0.469050,238.221359,120.705513,155.828918,586.781250,673169.312500,0.234658,146108.500000,0.863667,running
8.242263,-2.817208,0.320406,236.546066,121.015831,159.438141,590.897949,670353.812500,0.234925,147133.578125,0.864068,running
7.852489,-2.528184,0.404770,229.837860,115.220383,156.130157,567.392761,633770.312500,0.221980,141280.796875,1.000486,running
8.029569,-2.619054,0.584082,232.419693,120.228088,155.432602,577.714478,659424.312500,0.224741,143850.937500,1.032962,running
8.655869,-2.435775,0.462172,241.731476,127.517525,156.799850,605.006897,672051.062500,0.195155,150646.750000,0.737216,running
8.495410,-2.389061,0.320717,238.535187,125.673454,157.622131,597.717529,665603.062500,0.195032,148831.687500,0.828065,running
8.006625,-2.521955,0.460704,234.115845,115.381805,149.724609,567.895935,636135.500000,0.217400,141406.078125,1.083261,running
8.295630,-2.530607,0.528765,235.455460,117.206551,150.901489,577.042236,646703.250000,0.210855,143683.531250,0.965004,running
8.415624,-2.663731,0.265213,241.653244,118.021454,150.800842,586.413940,651446.500000,0.218411,146017.093750,0.859672,running
7.958956,-2.430483,0.661067,233.342575,115.984329,144.063217,561.097900,636475.937500,0.211069,139713.421875,1.168726,running
8.031844,-2.545893,0.400062,232.999588,118.387230,141.592377,562.151489,635925.812500,0.218709,139975.765625,1.167507,running
8.675887,-2.506306,0.458052,243.444168,119.216553,143.588333,585.978333,641993.562500,0.200137,145908.640625,0.922318,running
8.261469,-2.776684,0.273520,237.259872,110.118111,144.012390,565.453552,616674.437500,0.231219,140797.937500,0.999007,running
8.103374,-2.704608,0.444835,236.588898,108.394943,134.086456,550.323792,610103.375000,0.229696,137030.593750,1.162208,running
8.398087,-2.688405,0.529420,237.461929,109.190681,135.417206,558.169434,615859.000000,0.220774,138984.156250,1.054798,running
8.069146,-2.640979,0.376641,234.990097,105.283386,135.424103,546.014893,599192.875000,0.225472,135957.703125,1.163080,running
7.913064,-2.416799,0.598269,233.274658,104.768806,128.882538,533.866211,599559.937500,0.211097,132932.687500,1.255369,running
7.968057,-2.576131,0.521351,232.584763,105.818886,128.704330,535.630249,598809.062500,0.222863,133371.937500,1.250779,running
8.535020,-2.261874,0.481913,242.898453,109.057999,129.880493,558.096741,611744.375000,0.184185,138966.062500,0.951269,running
7.859597,-2.541018,0.520649,229.085434,100.459595,126.573013,522.787354,577647.812500,0.222859,130174.031250,1.438176,running
7.775711,-2.446429,0.573949,230.019653,100.092049,120.179512,515.258911,574791.250000,0.217164,128299.445313,1.532354,running
8.290659,-2.647981,0.597863,236.126755,105.902420,124.241280,540.502136,609282.625000,0.220297,134585.000000,1.318035,running
7.835435,-2.591742,0.443946,230.200638,102.943787,123.139023,522.759216,587552.937500,0.227745,130167.015625,1.548878,running
7.856696,-2.396857,0.669795,229.221954,103.715500,117.448563,516.498474,589130.812500,0.210868,128608.070313,1.580211,running
8.009751,-2.653167,0.593193,229.738708,105.562294,118.589432,523.614868,589427.000000,0.228052,130380.046875,1.514062,running
8.160289,-2.434714,0.662094,230.391968,106.108276,117.077530,524.712708,580379.937500,0.206429,130653.382813,1.558685,running
7.692369,-2.874274,0.405287,223.167267,99.650200,121.033638,509.666809,562188.812500,0.255447,126906.953125,1.744833,running
7.596174,-2.780078,0.455155,224.137787,98.912155,113.782509,500.715942,557677.250000,0.250536,124678.179688,1.868424,running
8.149969,-2.950437,0.490244,229.912460,104.979561,118.418953,526.857849,594885.750000,0.247989,131187.531250,1.660832,running
7.721770,-2.893141,0.341992,224.252319,101.821869,120.404793,512.798828,575323.125000,0.256099,127686.843750,1.917404,running
7.671041,-2.734612,0.611681,224.053192,102.066719,115.717728,506.760315,576908.000000,0.244427,126183.257813,1.946922,running
7.972770,-2.997815,0.514048,224.575317,105.469872,116.021523,517.091492,576383.250000,0.256950,128755.718750,1.860844,running
8.149496,-2.808346,0.287544,232.023087,110.063828,118.337631,532.959229,591548.687500,0.236744,132706.781250,1.549563,running
7.648915,-3.069981,0.494828,225.635895,101.059395,109.987785,503.104858,558822.000000,0.273023,125273.070313,2.002739,running
7.653858,-2.982854,0.383142,225.382660,100.977539,108.814384,501.052643,560530.375000,0.265670,124762.062500,1.993186,running
8.037996,-3.216130,0.251389,233.006348,104.330872,118.260292,528.783875,596270.125000,0.272239,131667.140625,1.777347,running
7.346599,-3.032521,0.414225,223.263382,100.980560,113.785080,499.610138,566285.937500,0.280188,124402.921875,2.323272,running
7.408101,-2.913283,0.339611,222.414871,101.835327,113.522484,499.497070,566310.437500,0.267909,124374.757813,2.323860,running
7.833031,-3.093154,0.444266,225.605713,102.706810,115.220566,512.873169,563909.000000,0.268939,127705.398438,2.238603,running
7.926510,-2.809139,0.158555,227.070801,105.915764,119.308517,521.224609,577219.250000,0.243081,129784.906250,2.023553,running
7.276922,-3.003527,0.422819,219.943481,98.249535,112.706169,491.322205,553772.375000,0.280168,122339.195313,2.561853,running
7.437181,-3.045613,0.527173,221.958084,98.584465,114.963150,498.622009,556579.500000,0.278142,124156.843750,2.448227,running
7.736454,-3.309615,0.163765,228.532669,101.931862,121.725319,521.206909,577854.125000,0.289539,129780.476563,2.150320,running
7.345404,-3.106270,0.439988,221.322266,96.756729,121.085831,501.198547,545782.625000,0.286491,124798.406250,2.410428,running
7.434189,-3.038998,0.245591,219.891373,97.163963,120.222198,500.084381,546808.500000,0.277688,124520.976563,2.402349,running
8.038006,-3.003598,0.546541,231.936722,103.573143,121.756691,529.359985,575390.312500,0.255461,131810.593750,1.871920,running
7.931596,-2.855451,0.387204,228.540894,101.254951,126.163826,525.342224,565478.375000,0.246697,130810.187500,1.905298,running
7.395955,-3.157997,0.604765,222.019989,91.453033,123.371239,500.128693,537143.500000,0.289040,124532.031250,2.081440,running
7.586705,-3.170851,0.614229,225.336227,95.050545,122.577538,509.174988,557548.312500,0.283416,126784.562500,1.964325,running
7.768579,-3.172079,0.417189,229.068451,95.009064,125.572517,518.431152,559730.687500,0.277396,129089.351563,1.856517,running
7.250748,-2.912848,0.433129,217.889404,91.010956,122.473930,490.887482,521606.062500,0.273255,122230.992188,2.354444,running
7.514338,-2.731696,0.629735,224.228638,92.235062,119.189323,498.227417,531251.812500,0.248962,124058.632813,2.136611,running
7.686213,-2.728541,0.388906,225.259399,95.540672,120.163910,505.867065,528363.625000,0.243464,125960.898438,2.116921,running
7.671457,-2.690962,0.435658,224.993912,95.376717,116.318687,501.217865,530770.437500,0.240741,124803.257813,2.116587,running
7.210229,-2.750242,0.468768,216.014252,86.157837,115.351654,475.617920,496245.687500,0.260410,118428.843750,2.251235,running
7.269820,-2.931174,0.271207,218.697403,83.811150,114.910545,477.258301,496359.375000,0.274178,118837.296875,2.250223,running
7.345461,-2.920658,0.415492,217.168610,83.993256,116.129448,478.274109,495551.656250,0.270661,119090.234375,2.256018,running
7.504678,-3.075788,0.395325,219.801437,87.164658,119.992737,491.181091,516735.375000,0.278354,122304.062500,2.200747,running
7.652849,-2.547800,0.218652,217.834473,94.982956,123.724197,499.893616,541349.437500,0.229147,124473.484375,2.822999,running
7.895556,-2.503711,0.012865,215.713577,98.123230,127.711739,508.383789,544710.937500,0.218794,126587.531250,2.674331,running
7.757829,-2.519762,0.104700,218.091476,96.860596,127.318832,507.038788,545402.375000,0.223842,126252.632813,2.673505,running
7.305281,-2.429417,0.189113,211.142914,95.480354,126.855270,491.042603,544471.125000,0.228909,122269.593750,2.869151,running
7.465478,-2.701157,0.247307,219.632736,97.162956,123.115501,501.235260,555180.062500,0.247862,124807.562500,2.613904,running
7.373920,-2.725181,0.249152,222.466873,97.320801,123.374359,503.245636,553651.875000,0.252835,125308.156250,2.623413,running
7.423253,-2.708322,0.123686,222.031891,97.777390,123.167847,503.653076,553199.625000,0.249804,125409.609375,2.627962,running
7.552945,-2.613495,0.440027,222.793640,97.488586,126.060448,508.621063,553112.750000,0.237665,126646.656250,2.616690,running
7.831673,-2.566494,0.260854,224.256805,99.830757,132.340057,522.584595,560712.750000,0.225742,130123.578125,2.375461,running
7.733509,-2.567570,0.336743,226.367355,99.395416,131.589417,522.028381,561056.875000,0.228550,129985.085938,2.374374,running
7.406036,-2.825142,0.353970,219.326508,97.029190,130.933151,508.448608,570319.000000,0.260429,126603.726563,2.782143,running
7.434949,-2.946321,0.251872,223.809784,97.415428,129.674820,513.111877,577531.687500,0.269819,127764.882813,2.638026,running
7.468194,-2.873715,0.277320,223.167130,97.934647,129.552795,512.953735,577685.937500,0.262545,127725.523438,2.636769,running
7.238440,-2.901252,0.162192,218.542831,95.209633,128.571533,501.386169,554109.937500,0.272677,124845.195313,2.820827,running
7.757360,-2.543183,0.331137,227.436691,98.464287,128.379486,519.210083,558974.250000,0.225830,129283.335938,2.460080,running
7.840951,-2.683596,0.191589,226.338226,97.631416,134.734863,525.581238,562044.812500,0.235220,130869.750000,2.353532,running
7.699825,-2.615617,0.199408,228.618195,96.306160,131.714264,520.973267,563405.687500,0.233560,129722.375000,2.372394,running
7.496533,-2.764333,0.227959,226.314804,95.555908,131.908478,515.848267,572194.125000,0.252308,128446.250000,2.351445,running
7.563943,-2.766197,0.214800,227.295410,95.152367,126.516548,512.072449,565108.937500,0.250359,127506.070313,2.483651,running
7.603894,-2.695488,0.321524,226.588882,95.650223,127.880135,513.499756,563900.000000,0.243139,127861.460938,2.492046,running
7.208924,-2.625540,0.202262,218.302292,91.387581,126.856453,493.696075,523498.812500,0.249396,122930.335938,2.791847,running
7.839919,-2.367351,0.344171,228.051559,95.719147,127.353340,516.499390,539961.437500,0.208812,128608.375000,2.310590,running
7.915856,-2.525875,0.262039,227.244690,95.960281,133.157425,523.639099,543430.312500,0.220098,130386.164063,2.195828,running
7.581667,-2.349259,0.207257,228.166245,92.142555,129.614899,511.160400,544922.687500,0.214027,127278.976563,2.286111,running
7.383561,-2.702496,0.461761,223.835419,90.863640,127.987938,502.942810,544073.750000,0.250556,125232.804688,2.489734,running
7.545259,-2.698137,0.245180,225.896545,90.197464,130.639175,509.210052,545425.000000,0.245142,126793.343750,2.407466,running
7.605404,-2.650481,0.410229,224.857483,90.525421,134.533936,513.145447,543278.125000,0.239269,127773.257813,2.410235,running
7.432139,-2.569888,0.309011,220.847397,89.017921,128.678574,498.719177,512924.187500,0.237507,124181.125000,2.487144,running
8.114799,-2.211164,0.461096,226.062897,95.706322,130.208984,521.114868,534526.562500,0.189196,129757.648438,2.131652,running
8.168591,-2.428767,0.358860,225.538895,95.854294,137.256210,529.560974,540432.937500,0.205746,131860.734375,1.991054,running
7.764922,-2.331287,0.362789,226.420685,94.515144,134.027573,518.996765,544041.812500,0.207669,129230.242188,2.024513,running
7.671333,-2.683362,0.622292,225.057648,93.791550,128.754608,512.243225,546418.750000,0.240104,127548.609375,2.141629,running
7.818983,-2.736519,0.376985,224.973251,94.808502,131.045135,517.783447,549085.125000,0.240229,128928.125000,2.049416,running
7.811512,-2.636099,0.389604,224.276901,95.239487,131.726532,517.551208,549364.875000,0.232106,128870.296875,2.046822,running
7.610643,-2.525689,0.591142,215.371109,93.193253,126.047478,497.516846,521029.656250,0.228457,123881.726563,2.415515,running
8.167951,-2.260392,0.383868,222.642715,98.854111,127.449875,519.115845,539148.250000,0.192042,129259.875000,2.045768,running
8.187510,-2.402034,0.589173,223.303558,99.568130,128.645279,522.855835,536846.187500,0.203125,130191.132813,2.051689,running
7.626220,-2.365296,0.425056,215.607986,97.352753,126.057060,501.189209,523768.281250,0.214220,124796.148438,2.421054,running
7.749383,-2.628504,0.431667,221.095352,93.586121,125.657143,505.718475,540879.875000,0.233228,125923.929688,2.471620,running
7.838628,-2.725492,0.251796,220.839859,93.787766,130.992355,512.766113,539544.125000,0.238751,127678.789063,2.428719,running
7.818853,-2.678984,0.225961,220.582520,94.151886,131.426392,512.731445,539664.875000,0.235465,127670.132813,2.426953,running
7.708988,-2.595924,0.370723,212.774323,91.402115,129.125381,497.866425,517644.406250,0.231635,123968.750000,2.652594,running
8.266253,-2.292254,0.318938,221.839493,101.193436,132.423218,527.314087,552713.062500,0.192418,131301.234375,2.212454,running
8.175675,-2.412922,0.230836,219.058731,101.536942,137.616928,529.089539,551484.125000,0.204290,131743.312500,2.217935,running
7.745597,-2.642518,0.347622,216.547913,97.338028,135.618973,514.797668,549043.937500,0.234512,128184.632813,2.369856,running
8.149180,-2.704704,0.378400,222.792816,98.808464,138.494705,532.115967,570508.625000,0.228480,132496.890625,2.035762,running
8.055997,-2.733273,0.158598,222.406891,98.353081,140.686707,531.988464,566673.375000,0.233290,132465.156250,2.076205,running
7.818987,-2.563316,0.536480,218.914169,98.140999,136.981323,520.208008,563885.250000,0.225824,129531.789063,2.208357,running
7.992028,-2.707314,0.419516,218.412094,99.974876,137.919403,525.851868,561756.437500,0.232944,130937.117188,2.193393,running
8.353864,-2.398133,0.356307,224.915329,99.788483,134.747116,533.270752,551851.812500,0.198931,132784.437500,1.967243,running
7.782407,-2.759854,0.496075,218.440842,90.020241,131.256729,506.380585,509444.906250,0.243229,126088.773438,1.619429,running
7.589358,-2.820764,0.611662,219.112457,86.602318,126.367989,496.276672,507341.125000,0.254181,123572.882813,1.745579,running
7.988706,-2.788710,0.700362,220.628525,87.020020,128.154907,506.140076,509813.656250,0.239645,126028.867188,1.626524,running
8.114990,-3.004798,0.433751,225.743225,88.147850,132.252914,519.422241,519070.343750,0.253288,129336.132813,1.483503,running
7.544083,-2.686392,0.501386,214.803299,86.658249,132.216537,496.317688,502731.656250,0.244174,123583.078125,1.874316,running
7.919976,-2.782310,0.428225,210.709930,89.753349,132.849915,502.223633,503939.062500,0.241082,125053.648438,1.796040,running
8.283695,-2.546247,0.570923,217.484528,97.837471,133.541245,522.489502,531232.562500,0.212392,130099.851563,1.613627,running
8.009188,-2.462723,0.324799,211.212845,97.228294,135.602432,512.577820,515757.312500,0.212462,127631.867188,1.821739,running
7.571587,-2.605565,0.516414,209.118591,93.886467,129.391663,495.044739,508117.718750,0.236433,123266.148438,2.085655,running
8.044535,-2.692592,0.460919,210.821945,95.857857,133.966736,511.053894,526031.187500,0.230314,127252.414063,1.857300,running
7.951925,-2.781827,0.266107,212.291473,96.273727,139.209137,517.018555,528824.500000,0.240130,128737.601563,1.766648,running
7.617445,-2.416942,0.398122,204.851059,91.533363,137.166977,495.835785,497662.406250,0.218916,123463.109375,1.839602,running
7.846806,-2.586302,0.417418,202.577759,92.172295,139.936081,501.375946,494582.781250,0.226979,124842.625000,1.843053,running
8.325380,-2.317339,0.364328,209.858383,96.266701,145.431244,524.557617,509983.968750,0.193116,130614.851563,1.498851,running
7.637945,-2.409218,0.292683,200.188705,94.028542,145.278854,501.959259,496710.031250,0.217692,124987.890625,1.878992,running
7.462185,-2.475835,0.404947,199.180603,90.511063,138.033432,487.985260,488112.906250,0.228405,121508.367188,2.132152,running
8.107681,-2.661136,0.346332,205.809998,93.735336,144.934067,515.630432,513452.406250,0.226080,128392.000000,1.895891,running
7.978248,-2.621606,0.298916,202.313736,92.268562,147.230667,510.653229,503178.562500,0.226322,127152.671875,2.058355,running
7.677776,-2.430909,0.461589,198.823242,90.955566,144.841995,497.945953,497352.281250,0.218473,123988.554688,2.232633,running
8.030167,-2.514824,0.330597,200.824127,91.099930,145.640335,506.724304,497447.375000,0.216208,126174.367188,2.142680,running
8.424959,-2.460381,0.340209,205.181564,91.027138,142.654022,514.249390,502713.093750,0.202233,128048.093750,2.002181,running
